Date,Close
2018-05-03,10038.8
2018-05-04,10104.1
2018-05-07,10140.9
2018-05-08,10168.1
2018-05-09,10221.2
2018-05-10,10246.6
2018-05-11,10271.4
2018-05-14,10257.8
2018-05-15,10207.6
2018-05-16,10111.0
2018-05-17,10216.4
2018-05-18,10112.4
2018-05-21,10066.5
2018-05-22,10138.8
2018-05-23,10025.0
2018-05-24,9996.0
2018-05-25,9826.5
2018-05-28,9764.4
2018-05-29,9521.3
2018-05-30,9566.2
2018-05-31,9465.5
2018-06-01,9632.4
2018-06-04,9750.3
2018-06-05,9686.4
2018-06-06,9791.6
2018-06-07,9829.0
2018-06-08,9746.3
2018-06-11,9898.3
2018-06-12,9914.4
2018-06-13,9899.1
2018-06-14,9957.7
2018-06-15,9851.0
2018-06-18,9769.4
2018-06-19,9755.4
2018-06-20,9788.9
2018-06-21,9702.1
2018-06-22,9792.1
2018-06-25,9617.9
2018-06-26,9637.4
2018-06-27,9658.6
2018-06-28,9589.0
2018-06-29,9622.7
2018-07-02,9558.3
2018-07-03,9660.9
2018-07-04,9757.5
2018-07-05,9866.2
2018-07-06,9905.0
2018-07-09,9927.0
2018-07-10,9889.3
2018-07-11,9733.6
2018-07-12,9767.4
2018-07-13,9734.8
2018-07-16,9716.9
2018-07-17,9719.4
2018-07-18,9753.2
2018-07-19,9721.1
2018-07-20,9724.8
2018-07-23,9726.1
2018-07-24,9773.1
2018-07-25,9703.1
2018-07-26,9780.0
2018-07-27,9867.9
2018-07-30,9854.1
2018-07-31,9870.7
2018-08-01,9799.3
2018-08-02,9698.2
2018-08-03,9739.8
2018-08-06,9722.7
2018-08-07,9772.8
2018-08-08,9747.1
2018-08-09,9754.6
2018-08-10,9602.1
2018-08-13,9530.4
2018-08-14,9507.0
2018-08-15,9386.8
2018-08-16,9427.4
2018-08-17,9417.3
2018-08-20,9468.6
2018-08-21,9549.0
2018-08-22,9580.2
2018-08-23,9567.3
2018-08-24,9589.5
2018-08-27,9659.8
2018-08-28,9606.5
2018-08-29,9569.5
2018-08-30,9467.6
2018-08-31,9399.1
2018-09-03,9376.1
2018-09-04,9376.3
2018-09-05,9301.3
2018-09-06,9208.7
2018-09-07,9171.2
2018-09-10,9270.8
2018-09-11,9284.1
2018-09-12,9306.8
2018-09-13,9329.2
2018-09-14,9365.3
2018-09-17,9404.6
2018-09-18,9447.5
2018-09-19,9486.3
2018-09-20,9583.7
2018-09-21,9590.4
2018-09-24,9512.8
2018-09-25,9493.6
2018-09-26,9524.8
2018-09-27,9527.5
2018-09-28,9389.2
2018-10-01,9407.0
2018-10-02,9305.5
2018-10-03,9361.1
2018-10-04,9314.5
2018-10-05,9253.9
2018-10-08,9199.2
2018-10-09,9260.5
2018-10-10,9162.9
2018-10-11,9007.9
2018-10-12,8902.0
2018-10-15,8923.7
2018-10-16,9074.7
2018-10-17,8997.2
2018-10-18,8889.6
2018-10-19,8892.1
2018-10-22,8806.5
2018-10-23,8726.1
2018-10-24,8677.4
2018-10-25,8785.2
2018-10-26,8730.4
2018-10-29,8821.2
2018-10-30,8806.1
2018-10-31,8893.5
2018-11-01,8954.8
2018-11-02,8993.0
2018-11-05,9010.7
2018-11-06,8988.9
2018-11-07,9167.9
2018-11-08,9177.0
2018-11-09,9134.8
2018-11-12,9076.3
2018-11-13,9145.4
2018-11-14,9106.6
2018-11-15,9073.5
2018-11-16,9056.8
2018-11-19,9006.3
2018-11-20,8866.5
2018-11-21,8960.6
2018-11-22,8906.2
2018-11-23,8916.7
2018-11-26,9091.2
2018-11-27,9085.6
2018-11-28,9102.7
2018-11-29,9098.9
2018-11-30,9077.2
2018-12-03,9179.6
2018-12-04,9061.7
2018-12-05,9012.2
2018-12-06,8764.5
2018-12-07,8815.5
2018-12-10,8660.0
2018-12-11,8735.5
2018-12-12,8853.4
2018-12-13,8926.3
2018-12-14,8886.1
2018-12-17,8812.5
2018-12-18,8700.8
2018-12-19,8769.1
2018-12-20,8596.5
2018-12-21,8556.8
2018-12-24,8480.6
2018-12-27,8363.9
2018-12-28,8493.7
2018-12-31,8539.9
2019-01-02,8550.0
2019-01-03,8523.3
2019-01-04,8737.8
2019-01-07,8776.3
2019-01-08,8847.3
2019-01-09,8823.6
2019-01-10,8856.8
2019-01-11,8877.1
2019-01-14,8818.6
2019-01-15,8850.1
2019-01-16,8912.7
2019-01-17,8908.6
2019-01-18,9069.1
2019-01-21,9053.8
2019-01-22,9037.5
2019-01-23,9128.8
2019-01-24,9150.0
2019-01-25,9185.2
2019-01-28,9062.4
2019-01-29,9119.1
2019-01-30,9071.5
2019-01-31,9056.7
2019-02-01,9019.4
2019-02-04,8975.2
2019-02-05,9092.0
2019-02-06,9100.9
2019-02-07,8938.3
2019-02-08,8856.8
2019-02-11,8936.4
2019-02-12,8983.1
2019-02-13,8982.4
2019-02-14,8952.5
2019-02-15,9123.2
2019-02-18,9155.5
2019-02-19,9136.4
2019-02-20,9181.1
2019-02-21,9191.2
2019-02-22,9204.6
2019-02-25,9204.3
2019-02-26,9227.2
2019-02-27,9211.7
2019-02-28,9277.7
2019-03-01,9267.7
2019-03-04,9259.8
2019-03-05,9258.2
2019-03-06,9296.7
2019-03-07,9249.9
2019-03-08,9129.3
2019-03-11,9171.9
2019-03-12,9161.7
2019-03-13,9192.7
2019-03-14,9209.8
2019-03-15,9342.2
2019-03-18,9409.1
2019-03-19,9492.3
2019-03-20,9405.6
2019-03-21,9355.6
2019-03-22,9199.4
2019-03-25,9179.9
2019-03-26,9183.1
2019-03-27,9229.9
2019-03-28,9174.7
2019-03-29,9240.3
2019-04-01,9341.7
2019-04-02,9363.5
2019-04-03,9487.8
2019-04-04,9534.1
2019-04-05,9510.3
2019-04-08,9437.7
2019-04-09,9407.8
2019-04-10,9406.5
2019-04-11,9445.4
2019-04-12,9468.5
2019-04-15,9497.1
2019-04-16,9497.3
2019-04-17,9549.8
2019-04-18,9581.9
2019-04-23,9527.2
2019-04-24,9456.4
2019-04-25,9501.2
2019-04-26,9506.0
2019-04-29,9517.2
2019-04-30,9570.6
2019-05-02,9418.2
2019-05-03,9409.6
2019-05-06,9331.0
2019-05-07,9235.1
2019-05-08,9227.0
2019-05-09,9095.2
2019-05-10,9117.5
2019-05-13,9046.8
2019-05-14,9127.6
2019-05-15,9177.1
2019-05-16,9304.3
2019-05-17,9280.1
2019-05-20,9199.7
2019-05-21,9239.1
2019-05-22,9232.2
2019-05-23,9114.0
2019-05-24,9174.6
2019-05-27,9216.4
2019-05-28,9191.8
2019-05-29,9080.5
2019-05-30,9157.8
2019-05-31,9004.2
2019-06-03,9022.8
2019-06-04,9117.6
2019-06-05,9150.5
2019-06-06,9169.2
2019-06-07,9236.1
2019-06-10,9294.1
2019-06-11,9282.1
2019-06-12,9238.5
2019-06-13,9247.1
2019-06-14,9194.2
2019-06-17,9131.7
2019-06-18,9240.7
2019-06-19,9231.2
2019-06-20,9208.5
2019-06-21,9227.2
2019-06-24,9192.5
2019-06-25,9159.8
2019-06-26,9157.4
2019-06-27,9147.8
2019-06-28,9198.8
2019-07-01,9264.6
2019-07-02,9281.5
2019-07-03,9394.4
2019-07-04,9401.0
2019-07-05,9335.0
2019-07-08,9284.7
2019-07-09,9273.9
2019-07-10,9252.9
2019-07-11,9280.3
2019-07-12,9293.2
2019-07-15,9323.6
2019-07-16,9377.1
2019-07-17,9284.2
2019-07-18,9225.7
2019-07-19,9170.5
2019-07-22,9163.5
2019-07-23,9281.6
2019-07-24,9329.7
2019-07-25,9289.9
2019-07-26,9225.5
2019-07-29,9215.4
2019-07-30,8986.6
2019-07-31,8971.0
2019-08-01,9038.2
2019-08-02,8897.6
2019-08-05,8777.2
2019-08-06,8699.4
2019-08-07,8746.1
2019-08-08,8869.0
2019-08-09,8757.8
2019-08-12,8676.4
2019-08-13,8695.1
2019-08-14,8522.7
2019-08-15,8519.0
2019-08-16,8670.4
2019-08-19,8733.3
2019-08-20,8618.3
2019-08-21,8701.5
2019-08-22,8716.4
2019-08-23,8649.5
2019-08-26,8679.2
2019-08-27,8728.9
2019-08-28,8747.1
2019-08-29,8794.3
2019-08-30,8812.9
2019-09-02,8815.5
2019-09-03,8809.2
2019-09-04,8856.6
2019-09-05,8992.7
2019-09-06,8990.1
2019-09-09,9010.6
2019-09-10,9078.2
2019-09-11,9059.5
2019-09-12,9082.3
2019-09-13,9137.9
2019-09-16,9052.0
2019-09-17,9004.2
2019-09-18,9031.7
2019-09-19,9136.0
2019-09-20,9179.0
2019-09-23,9093.6
2019-09-24,9118.2
2019-09-25,9085.3
2019-09-26,9129.7
2019-09-27,9184.1
2019-09-30,9244.6
2019-10-01,9165.9
2019-10-02,8912.2
2019-10-03,8902.2
2019-10-04,8961.8
2019-10-07,9044.1
2019-10-08,8940.1
2019-10-09,8991.9
2019-10-10,9104.4
2019-10-11,9273.8
2019-10-14,9246.5
2019-10-15,9356.1
2019-10-16,9386.7
2019-10-17,9340.0
2019-10-18,9329.8
2019-10-21,9402.3
2019-10-22,9380.2
2019-10-23,9385.0
2019-10-24,9391.8
2019-10-25,9430.2
2019-10-28,9433.0
2019-10-29,9400.1
2019-10-30,9284.5
2019-10-31,9257.5
2019-11-01,9328.0
2019-11-04,9416.4
2019-11-05,9407.9
2019-11-06,9398.4
2019-11-07,9447.3
2019-11-08,9393.7
2019-11-11,9388.5
2019-11-12,9306.7
2019-11-13,9194.5
2019-11-14,9173.3
2019-11-15,9261.4
2019-11-18,9258.0
2019-11-19,9259.2
2019-11-20,9225.4
2019-11-21,9214.0
2019-11-22,9254.7
2019-11-25,9319.9
2019-11-26,9324.8
2019-11-27,9362.7
2019-11-28,9359.0
2019-11-29,9352.0
2019-12-02,9156.3
2019-12-03,9135.7
2019-12-04,9270.8
2019-12-05,9243.4
2019-12-06,9382.7
2019-12-09,9354.6
2019-12-10,9321.1
2019-12-11,9392.5
2019-12-12,9468.5
2019-12-13,9563.7
2019-12-16,9680.6
2019-12-17,9615.9
2019-12-18,9621.8
2019-12-19,9617.2
2019-12-20,9675.5
2019-12-23,9659.6
2019-12-24,9661.8
2019-12-27,9700.5
2019-12-30,9612.6
2019-12-31,9549.2
2020-01-02,9691.2
2020-01-03,9646.6
2020-01-06,9600.9
2020-01-07,9579.8
2020-01-08,9591.4
2020-01-09,9581.8
2020-01-10,9573.6
2020-01-13,9543.9
2020-01-14,9528.3
2020-01-15,9511.7
2020-01-16,9572.5
2020-01-17,9681.3
2020-01-20,9658.8
2020-01-21,9611.3
2020-01-22,9573.7
2020-01-23,9518.5
2020-01-24,9562.0
2020-01-27,9366.3
2020-01-28,9484.2
2020-01-29,9546.7
2020-01-30,9477.9
2020-01-31,9367.9
2020-02-03,9404.7
2020-02-04,9562.9
2020-02-05,9717.8
2020-02-06,9811.3
2020-02-07,9811.0
2020-02-10,9816.0
2020-02-11,9882.6
2020-02-12,9940.4
2020-02-13,9909.8
2020-02-14,9956.8
2020-02-17,10022.2
2020-02-18,10005.8
2020-02-19,10083.6
2020-02-20,9931.0
2020-02-21,9886.2
2020-02-24,9483.5
2020-02-25,9250.8
2020-02-26,9316.8
2020-02-27,8985.9
2020-02-28,8723.2
2020-03-02,8741.5
2020-03-03,8811.6
2020-03-04,8910.0
2020-03-05,8683.0
2020-03-06,8375.6
2020-03-09,7708.7
2020-03-10,7461.5
2020-03-11,7436.4
2020-03-12,6390.9
2020-03-13,6629.6
2020-03-16,6107.2
2020-03-17,6498.5
2020-03-18,6274.8
2020-03-19,6395.8
2020-03-20,6443.3
2020-03-23,6230.2
2020-03-24,6717.3
2020-03-25,6942.4
2020-03-26,7033.2
2020-03-27,6777.9
2020-03-30,6659.9
2020-03-31,6785.4
2020-04-01,6579.4
2020-04-02,6574.1
2020-04-03,6581.6
2020-04-06,6844.3
2020-04-07,7002.0
2020-04-08,6951.8
2020-04-09,7070.6
2020-04-14,7108.6
2020-04-15,6839.5
2020-04-16,6763.4
2020-04-17,6875.8
2020-04-20,6831.5
2020-04-21,6634.9
2020-04-22,6719.8
2020-04-23,6746.5
2020-04-24,6613.9
2020-04-27,6731.8
2020-04-28,6836.4
2020-04-29,7055.7
2020-04-30,6922.3
2020-05-04,6673.3
2020-05-05,6747.7
2020-05-06,6671.7
2020-05-07,6730.9
2020-05-08,6783.1
2020-05-11,6672.2
2020-05-12,6762.7
2020-05-13,6631.4
2020-05-14,6545.6
2020-05-15,6474.9
